COURSE_ID,TITLE,DESCRIPTION
excourse75,hadoop platform and application framework,this course is for novice programmers or business people who would like to understand the core tools used to wrangle and analyze big data  with no prior experience  you will have the opportunity to walk through hands on examples with hadoop and spark frameworks  two of the most common in the industry  you will be comfortable explaining the specific components and basic processes of the hadoop architecture  software stack  and execution environment    in the assignments you will be guided in how data scientists apply the important concepts and techniques such as map reduce that are used to solve fundamental problems in big data   you ll feel empowered to have conversations about big data and the data analysis process
excourse76,working with big data,"by the end of this project  you will set up an environment for big data development using visual studio code  mongodb and apache spark  you will then use the environment to process a large dataset from noaa showing hourly precipitation rates for a ten year period from the state of wisconsin 
mongodb is a widely used nosql database well suited for very large datasets or big data  it is highly scalable and adaptable as well  apache spark is used for efficient in memory processing of big data "
excourse77,natural language processing with attention models,"in course 4 of the natural language processing specialization  you will 

a  translate complete english sentences into german using an encoder decoder attention model 
b  build a transformer model to summarize text  
c  use t5 and bert models to perform question answering  and
d  build a chatbot using a reformer model  


by the end of this specialization  you will have designed nlp applications that perform question answering and sentiment analysis  created tools to translate languages and summarize text  and even built a chatbot    

learners should have a working knowledge of machine learning  intermediate python including experience with a deep learning framework  e g   tensorflow  keras   as well as proficiency in calculus  linear algebra  and statistics  please make sure that you ve completed course 3   natural language processing with sequence models   before starting this course 
   
this specialization is designed and taught by two experts in nlp  machine learning  and deep learning  younes bensouda mourri is an instructor of ai at stanford university who also helped build the deep learning specialization     kaiser is a staff research scientist at google brain and the co author of tensorflow  the tensor2tensor and trax libraries  and the transformer paper"
excourse78,natural language processing with sequence models,"in course 3 of the natural language processing specialization  you will 

a  train a neural network with glove word embeddings to perform sentiment analysis of tweets 
b  generate synthetic shakespeare text using a gated recurrent unit  gru  language model 
c  train a recurrent neural network to perform named entity recognition  ner  using lstms with linear layers  and 
d  use so called ‘siamese  lstm models to compare questions in a corpus and identify those that are worded differently but have the same meaning 


by the end of this specialization  you will have designed nlp applications that perform question answering and sentiment analysis  created tools to translate languages and summarize text  and even built a chatbot "
excourse79,natural language processing with probabilistic models,"in course 2 of the natural language processing specialization  you will 

a  create a simple auto correct algorithm using minimum edit distance and dynamic programming 
b  apply the viterbi algorithm for part of speech  pos  tagging  which is vital for computational linguistics 
c  write a better auto complete algorithm using an n gram language model  and 
d  write your own word2vec model that uses a neural network to compute word embeddings using a continuous bag of words model"
excourse80,r programming,in this course you will learn how to program in r and how to use r for effective data analysis  you will learn how to install and configure software necessary for a statistical programming environment and describe generic programming language concepts as they are implemented in a high level statistical language  the course covers practical issues in statistical computing which includes programming in r  reading data into r  accessing r packages  writing r functions  debugging  profiling r code  and organizing and commenting r code  topics in statistical data analysis will provide working examples
excourse81,data analysis with r programming,"this course is the seventh course in the google data analytics certificate  these courses will equip you with the skills needed to apply to introductory level data analyst jobs  in this course  you ll learn about the programming language known as r  you ll find out how to use rstudio  the environment that allows you to work with r  this course will also cover the software applications and tools that are unique to r  such as r packages  you ll discover how r lets you clean  organize  analyze  visualize  and report data in new and more powerful ways   current google data analysts will continue to instruct and provide you with hands on ways to accomplish common data analyst tasks with the best tools and resources 

learners who complete this certificate program will be equipped to apply for introductory level jobs as data analysts  no previous experience is necessary 

by the end of this course  you will 
   examine the benefits of using the r programming language 
   discover how to use rstudio to apply r to your analysis  
   explore the fundamental concepts associated with programming in r  
   explore the contents and components of r packages including the tidyverse package 
   gain an understanding of dataframes and their use in r 
   discover the options for generating visualizations in r 
   learn about r markdown for documenting r programming"
excourse82,getting started with data visualization in r,"data visualization is a critical skill for anyone that routinely using quantitative data in his or her work   which is to say that data visualization is a tool that almost every worker needs today  one of the critical tools for data visualization today is the r statistical programming language  especially in conjunction with the tidyverse software packages  r has become an extremely powerful and flexible platform for making figures  tables  and reproducible reports  however  r can be intimidating for first time users  and there are so many resources online that it can be difficult to sort through without guidance 

to fill that need  this course is intended for learners who have little or no experience with r but who are looking for an introduction to this tool  by the end of this course  students will be able to import data into r  manipulate that data using tools from the popular tidyverse package  and make simple reports using r markdown  the course is designed for students with good basic computing skills  but limited if any experience with programming"
excourse83,introduction to probability and data with r,this course introduces you to sampling and exploring data  as well as basic probability theory and bayes  rule  you will examine various types of sampling methods  and discuss how such methods can impact the scope of inference  a variety of exploratory data analysis techniques will be covered  including numeric summary statistics and basic data visualization  you will be guided through installing and using r and rstudio  free statistical software   and will use this software for lab exercises and a final project  the concepts and techniques in this course will serve as building blocks for the inference and modeling courses in the specialization
excourse84,using r for regression and machine learning in investment ,"in this course  the instructor will discuss various uses of regression in investment problems  and she will extend the discussion to logistic  lasso  and ridge regressions  at the same time  the instructor will introduce various concepts of machine learning  you can consider this course as the first step toward using machine learning methodologies in solving investment problems  the course will cover investment analysis topics  but at the same time  make you practice it using r programming  this course s focus is to train you to use various regression methodologies for investment management that you might need to do in your job every day and make you ready for more advanced topics in machine learning  

the course is designed with the assumption that most students already have a little bit of knowledge in financial economics and r programming  students are expected to have heard about stocks and bonds and balance sheets  earnings  etc   and know the introductory statistics level  such as mean  median  distribution  regression  etc  students are also expected to know of the instructors  1st course   fundamental of data driven investment  

the instructor will explain the detail of r programming  it will be an excellent course for you to improve your programming skills but you must have basic knowledge in r  if you are very good at r programming  it will provide you with an excellent opportunity to practice again with finance and investment examples"
excourse85,data visualization in r with ggplot2,"data visualization is a critical skill for anyone that routinely using quantitative data in his or her work   which is to say that data visualization is a tool that almost every worker needs today  one of the critical tools for data visualization today is the r statistical programming language  especially in conjunction with the tidyverse software packages  r has become an extremely powerful and flexible platform for making figures  tables  and reproducible reports  however  r can be intimidating for first time users  and there are so many resources online that it can be difficult to sort through without guidance 

this course is the second in a specialization in data visualization offered by johns hopkins  it is intended for learners who have either have some experience with r and data wrangling in the tidyverse or have taken the previous course in the specialization  the focus in this course learning to use ggplot2 to make a variety of visualizations and to polish those visualizations using tools within ggplot as well as vector graphics editing software  the course will not go into detail about how the data management works behind the scenes"
excourse86,the r programming environment,this course provides a rigorous introduction to the r programming language  with a  particular focus on using r for software development in a data science setting  whether you are part of a data science team or working individually within a community of developers  this course will give you the knowledge of r needed to make useful contributions in those settings  as the first course in the specialization  the course provides the essential foundation of r needed for the following courses  we cover basic r concepts and language fundamentals  key concepts like tidy data and related     tidyverse     tools  processing and manipulation of complex and large datasets  handling textual data  and basic data science tasks  upon completing this course  learners will have fluency at the r console and will be able to create tidy datasets from a wide range of possible data sources
excourse87,html  css  and javascript for web developers,"do you realize that the only functionality of a web application that the user directly interacts with is through the web page  implement it poorly and  to the user  the server side becomes irrelevant  today s user expects a lot out of the web page  it has to load fast  expose the desired service  and be comfortable to view on all devices  from a desktop computers to tablets and mobile phones 

in this course  we will learn the basic tools that every web page coder needs to know  we will start from the ground up by learning how to implement modern web pages with html and css  we will then advance to learning how to code our pages such that its components rearrange and resize themselves automatically based on the size of the user s screen  you ll be able to code up a web page that will be just as useful on a mobile phone as on a desktop computer  no “pinch and zoom” required  last but certainly not least  we will get a thorough introduction to the most ubiquitous  popular  and incredibly powerful language of the web  javascript  using javascript  you will be able to build a fully functional web application that utilizes ajax to expose server side functionality and data to the end use"
excourse88,javascript basics,"this course introduces the programming language javascript and shows the websites that include the type of interactions students will eventually be able to develop   learners will understand the importance of how javascript was developed and why such history impacts the way javascript is currently written and in future releases   

learners will write their first scripts  have their html and css skills assessed  create variables and arrays and assign values to them   if student s skills are lacking  resources and recommendations are provided to improve these skills  there is ample opportunity for students to practice these first  core skills"
excourse89,javascript  jquery  and json,"in this course  we ll look at the javascript language  and how it supports the object oriented pattern  with a focus on the unique aspect of how javascript approaches oo  we ll explore a brief introduction to the jquery library  which is widely used to do in browser manipulation of the document object model  dom  and event handling  you ll also learn more about javascript object notation  json   which is commonly used as a syntax to exchange data between code running on the server  i e  in php  and code running in the browser  javascript jquery  

it is assumed that learners have already taken the building web applications and building database applications in php courses in this specialization "
excourse90,programming foundations with javascript  html and css,"learn foundational programming concepts  e g   functions  for loops  conditional statements  and how to solve problems like a programmer  in addition  learn basic web development as you build web pages using html  css  javascript  by the end of the course  will create a web page where others can upload their images and apply image filters that you create 

after completing this course  you will be able to 
1  think critically about how to solve a problem using programming 
2  write javascript programs using functions  for loops  and conditional statements 
3  use html to construct a web page with paragraphs  divs  images  links  and lists 
4  add styles to a web page with css ids and classes  and
5  make a web page interactive with javascript commands like alert  onclick  onchange  adding input features like an image canvas  button  and slider"
excourse91,front end web development with react,"this course explores javascript based front end application development  and in particular the react library  currently ver  16 3   this course will use javascript es6 for developing react application  you will also get an introduction to the use of reactstrap for bootstrap 4 based responsive ui design  you will be introduced to various aspects of react components  you will learn about react router and its use in developing single page applications  you will also learn about designing controlled forms  you will be introduced to the flux architecture and redux  you will explore various aspects of redux and use it to develop react redux powered applications  you will then learn to use fetch for client server communication and the use of rest api on the server side  a quick tour through react animation support and testing rounds off the course  you must have preferably completed the previous course in the specialization on bootstrap 4  or have a working knowledge of bootstrap 4 to be able to navigate this course  also a good working knowledge of javascript  especially es 5 is strongly recommended 

at the end of this course you will 

  be familiar with client side javascript application development and the react library
  be able to implement single page applications in react
  be able to use various react features including components and forms
  be able to implement a functional front end web application using react
  be able to use reactstrap for designing responsive react applications
  be able to use redux to design the architecture for a react redux application"
excourse92,introduction to web development,"this course is designed to start you on a path toward future studies in web development and design  no matter how little experience or technical knowledge you currently have  the web is a very big place  and if you are the typical internet user  you probably visit several websites every day  whether for business  entertainment or education  but have you ever wondered how these websites actually work  how are they built  how do browsers  computers  and mobile devices interact with the web  what skills are necessary to build a website  with almost 1 billion websites now on the internet  the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills   

by the end of this course you ll be able to describe the structure and functionality of the world wide web  create dynamic web pages using a combination of html  css  and javascript  apply essential programming language concepts when creating html forms  select an appropriate web hosting service  and publish your webpages for the world to see  finally  you ll be able to develop a working model for creating your own personal or business websites in the future and be fully prepared to take the next step in a more advanced web development or design course or specialization"
excourse93,interactivity with javascript and jquery,this course is the third in our javascript for beginners specialization  the scripts will become more complex and introduce more complex jquery plugins  you will have several challenges to practice your skills throughout the course  the course objectives include how to identify objects in javascript  create new objects and populate them with data  manipulate objects by adding  modifying and deleting data in objects  manipulate the dom based on the data in objects  identify and articulate how multiple functions work together to create a more complex program  and identify processes for breaking larger programs into smaller  more manageable pieces 
